,rep,model2,time,variable,type,value
451,Rep11,JM_cumulative,12,AUC,testing,0.94693644903372
452,Rep12,JM_cumulative,12,AUC,testing,0.868764941651323
453,Rep13,JM_cumulative,12,AUC,testing,0.914419484768146
454,Rep14,JM_cumulative,12,AUC,testing,0.747491029418409
455,Rep15,JM_cumulative,12,AUC,testing,0.915051612716687
456,Rep16,JM_cumulative,12,AUC,testing,0.922411078996155
457,Rep17,JM_cumulative,12,AUC,testing,0.924204107079586
458,Rep18,JM_cumulative,12,AUC,testing,0.937064918449027
459,Rep19,JM_cumulative,12,AUC,testing,0.903721389496943
460,Rep20,JM_cumulative,12,AUC,testing,0.969948481424236
461,Rep01,cox(Landmark),12,AUC,testing,0.691059005301222
462,Rep02,cox(Landmark),12,AUC,testing,0.710142998127324
463,Rep03,cox(Landmark),12,AUC,testing,0.634016577138193
464,Rep04,cox(Landmark),12,AUC,testing,0.722156240557386
465,Rep05,cox(Landmark),12,AUC,testing,0.764444239288279
466,Rep06,cox(Landmark),12,AUC,testing,0.666278532214763
467,Rep07,cox(Landmark),12,AUC,testing,0.630349823065287
468,Rep08,cox(Landmark),12,AUC,testing,0.740656702226889
469,Rep09,cox(Landmark),12,AUC,testing,0.7474604022692
470,Rep10,cox(Landmark),12,AUC,testing,0.726766204933517
471,Rep11,cox(Landmark),12,AUC,testing,0.631629796000681
472,Rep12,cox(Landmark),12,AUC,testing,0.703452487360965
473,Rep13,cox(Landmark),12,AUC,testing,0.735955923836139
474,Rep14,cox(Landmark),12,AUC,testing,0.682399870238766
475,Rep15,cox(Landmark),12,AUC,testing,0.707734698938402
476,Rep16,cox(Landmark),12,AUC,testing,0.650892084708706
477,Rep17,cox(Landmark),12,AUC,testing,0.751499080097996
478,Rep18,cox(Landmark),12,AUC,testing,0.687040114793049
479,Rep19,cox(Landmark),12,AUC,testing,0.729287004329809
480,Rep20,cox(Landmark),12,AUC,testing,0.752535236261074
481,Rep01,cox(Postsurgical),12,AUC,testing,0.674386452475251
482,Rep02,cox(Postsurgical),12,AUC,testing,0.68532799358712
483,Rep03,cox(Postsurgical),12,AUC,testing,0.739157768154192
484,Rep04,cox(Postsurgical),12,AUC,testing,0.73857779095169
485,Rep05,cox(Postsurgical),12,AUC,testing,0.770524543708536
486,Rep06,cox(Postsurgical),12,AUC,testing,0.720008395172901
487,Rep07,cox(Postsurgical),12,AUC,testing,0.72111444415941
488,Rep08,cox(Postsurgical),12,AUC,testing,0.682451831816211
489,Rep09,cox(Postsurgical),12,AUC,testing,0.7366900930888
490,Rep10,cox(Postsurgical),12,AUC,testing,0.770710930225526
491,Rep11,cox(Postsurgical),12,AUC,testing,0.639317979727523
492,Rep12,cox(Postsurgical),12,AUC,testing,0.715035353712812
493,Rep13,cox(Postsurgical),12,AUC,testing,0.732036578652734
494,Rep14,cox(Postsurgical),12,AUC,testing,0.610033755654497
495,Rep15,cox(Postsurgical),12,AUC,testing,0.655327486183351
496,Rep16,cox(Postsurgical),12,AUC,testing,0.647247099148749
497,Rep17,cox(Postsurgical),12,AUC,testing,0.742646163890556
498,Rep18,cox(Postsurgical),12,AUC,testing,0.737679177209955
499,Rep19,cox(Postsurgical),12,AUC,testing,0.74371722933922
500,Rep20,cox(Postsurgical),12,AUC,testing,0.772252133333713
501,Rep01,JM_value,15,AUC,testing,0.732852589438991
502,Rep02,JM_value,15,AUC,testing,0.802839854069102
503,Rep03,JM_value,15,AUC,testing,0.752920243888342
504,Rep04,JM_value,15,AUC,testing,0.804086301088185
505,Rep05,JM_value,15,AUC,testing,0.838869980421507
506,Rep06,JM_value,15,AUC,testing,0.698980227944442
507,Rep07,JM_value,15,AUC,testing,0.764438511338699
508,Rep08,JM_value,15,AUC,testing,0.690123768439662
509,Rep09,JM_value,15,AUC,testing,0.812405342475631
510,Rep10,JM_value,15,AUC,testing,0.741009206721559
511,Rep11,JM_value,15,AUC,testing,0.888319009699171
512,Rep12,JM_value,15,AUC,testing,0.775273303344266
513,Rep13,JM_value,15,AUC,testing,0.745254329473754
514,Rep14,JM_value,15,AUC,testing,0.739449500825669
515,Rep15,JM_value,15,AUC,testing,0.734686523222838
516,Rep16,JM_value,15,AUC,testing,0.749618153912683
517,Rep17,JM_value,15,AUC,testing,0.798072704602689
518,Rep18,JM_value,15,AUC,testing,0.807588682262232
519,Rep19,JM_value,15,AUC,testing,0.76246489770814
520,Rep20,JM_value,15,AUC,testing,0.828198494322118
521,Rep01,JM_value-slope,15,AUC,testing,0.743201114002222
522,Rep02,JM_value-slope,15,AUC,testing,0.770367041020904
523,Rep03,JM_value-slope,15,AUC,testing,0.688624990504165
524,Rep04,JM_value-slope,15,AUC,testing,0.584788446842579
525,Rep05,JM_value-slope,15,AUC,testing,0.8406004620127
526,Rep06,JM_value-slope,15,AUC,testing,0.804586754185534
527,Rep07,JM_value-slope,15,AUC,testing,0.747798736015902
528,Rep08,JM_value-slope,15,AUC,testing,0.766577696225927
529,Rep09,JM_value-slope,15,AUC,testing,0.768379380236012
530,Rep10,JM_value-slope,15,AUC,testing,0.809109734397116
531,Rep11,JM_value-slope,15,AUC,testing,0.866465540993302
532,Rep12,JM_value-slope,15,AUC,testing,0.840248289061174
533,Rep13,JM_value-slope,15,AUC,testing,0.60111005563516
534,Rep14,JM_value-slope,15,AUC,testing,0.747644998842335
535,Rep15,JM_value-slope,15,AUC,testing,0.77519070063949
536,Rep16,JM_value-slope,15,AUC,testing,0.713538010563818
537,Rep17,JM_value-slope,15,AUC,testing,0.855550973882963
538,Rep18,JM_value-slope,15,AUC,testing,0.732102854120172
539,Rep19,JM_value-slope,15,AUC,testing,0.809966982141413
540,Rep20,JM_value-slope,15,AUC,testing,0.87073867544974
541,Rep01,JM_cumulative,15,AUC,testing,0.809054610296871
542,Rep02,JM_cumulative,15,AUC,testing,0.837131001678265
543,Rep03,JM_cumulative,15,AUC,testing,0.843264964396532
544,Rep04,JM_cumulative,15,AUC,testing,0.814186098950203
545,Rep05,JM_cumulative,15,AUC,testing,0.856063960928674
546,Rep06,JM_cumulative,15,AUC,testing,0.809991183625274
547,Rep07,JM_cumulative,15,AUC,testing,0.721840656347799
548,Rep08,JM_cumulative,15,AUC,testing,0.794015240538813
549,Rep09,JM_cumulative,15,AUC,testing,0.803123846108432
550,Rep10,JM_cumulative,15,AUC,testing,0.868047487767459
551,Rep11,JM_cumulative,15,AUC,testing,0.902035731029745
552,Rep12,JM_cumulative,15,AUC,testing,0.802912619263898
553,Rep13,JM_cumulative,15,AUC,testing,0.83110896140709
554,Rep14,JM_cumulative,15,AUC,testing,0.713753939294753
555,Rep15,JM_cumulative,15,AUC,testing,0.852673361978658
556,Rep16,JM_cumulative,15,AUC,testing,0.892686275361875
557,Rep17,JM_cumulative,15,AUC,testing,0.848266119099604
558,Rep18,JM_cumulative,15,AUC,testing,0.904463958726871
559,Rep19,JM_cumulative,15,AUC,testing,0.844854472187343
560,Rep20,JM_cumulative,15,AUC,testing,0.902937986045424
561,Rep01,cox(Landmark),15,AUC,testing,0.603785819025737
562,Rep02,cox(Landmark),15,AUC,testing,0.638348051809123
563,Rep03,cox(Landmark),15,AUC,testing,0.567305879032942
564,Rep04,cox(Landmark),15,AUC,testing,0.658118655222662
565,Rep05,cox(Landmark),15,AUC,testing,0.691655546286291
566,Rep06,cox(Landmark),15,AUC,testing,0.641984741224206
567,Rep07,cox(Landmark),15,AUC,testing,0.581090084792111
568,Rep08,cox(Landmark),15,AUC,testing,0.687434431841662
569,Rep09,cox(Landmark),15,AUC,testing,0.67242555330791
570,Rep10,cox(Landmark),15,AUC,testing,0.665298719914509
571,Rep11,cox(Landmark),15,AUC,testing,0.601018879034278
572,Rep12,cox(Landmark),15,AUC,testing,0.666694458162898
573,Rep13,cox(Landmark),15,AUC,testing,0.67185901525484
574,Rep14,cox(Landmark),15,AUC,testing,0.677190009463769
575,Rep15,cox(Landmark),15,AUC,testing,0.599472399617111
576,Rep16,cox(Landmark),15,AUC,testing,0.608483912808965
577,Rep17,cox(Landmark),15,AUC,testing,0.689541883728668
578,Rep18,cox(Landmark),15,AUC,testing,0.660641009083326
579,Rep19,cox(Landmark),15,AUC,testing,0.623459432894997
580,Rep20,cox(Landmark),15,AUC,testing,0.647963506378995
581,Rep01,cox(Postsurgical),15,AUC,testing,0.615709793864054
582,Rep02,cox(Postsurgical),15,AUC,testing,0.637161944856511
583,Rep03,cox(Postsurgical),15,AUC,testing,0.666649061445323
584,Rep04,cox(Postsurgical),15,AUC,testing,0.667231162556109
585,Rep05,cox(Postsurgical),15,AUC,testing,0.67803613964197
586,Rep06,cox(Postsurgical),15,AUC,testing,0.650167353712721
587,Rep07,cox(Postsurgical),15,AUC,testing,0.66316171209392
588,Rep08,cox(Postsurgical),15,AUC,testing,0.643465011059984
589,Rep09,cox(Postsurgical),15,AUC,testing,0.698288705340504
590,Rep10,cox(Postsurgical),15,AUC,testing,0.682246851769684
591,Rep11,cox(Postsurgical),15,AUC,testing,0.578302254287251
592,Rep12,cox(Postsurgical),15,AUC,testing,0.666314961611169
593,Rep13,cox(Postsurgical),15,AUC,testing,0.655775365023489
594,Rep14,cox(Postsurgical),15,AUC,testing,0.568501384975263
595,Rep15,cox(Postsurgical),15,AUC,testing,0.596505401396879
596,Rep16,cox(Postsurgical),15,AUC,testing,0.689272663434339
597,Rep17,cox(Postsurgical),15,AUC,testing,0.676341835281264
598,Rep18,cox(Postsurgical),15,AUC,testing,0.654180666308103
599,Rep19,cox(Postsurgical),15,AUC,testing,0.662256999809051
600,Rep20,cox(Postsurgical),15,AUC,testing,0.637001731237446
601,Rep01,JM_value,12,PE,testing,0.146907827926499
602,Rep02,JM_value,12,PE,testing,0.146133767618147
603,Rep03,JM_value,12,PE,testing,0.143722225654214
604,Rep04,JM_value,12,PE,testing,0.157334883969562
605,Rep05,JM_value,12,PE,testing,0.138767813113667
606,Rep06,JM_value,12,PE,testing,0.161675395785827
607,Rep07,JM_value,12,PE,testing,0.127319004223941
608,Rep08,JM_value,12,PE,testing,0.135709803995958
609,Rep09,JM_value,12,PE,testing,0.119501181810062
610,Rep10,JM_value,12,PE,testing,0.165442962053416
611,Rep11,JM_value,12,PE,testing,0.136847357561032
612,Rep12,JM_value,12,PE,testing,0.153129519938227
613,Rep13,JM_value,12,PE,testing,0.159822543379885
614,Rep14,JM_value,12,PE,testing,0.13373387084034
615,Rep15,JM_value,12,PE,testing,0.139306330974985
616,Rep16,JM_value,12,PE,testing,0.144482197884916
617,Rep17,JM_value,12,PE,testing,0.126092445244809
618,Rep18,JM_value,12,PE,testing,0.13572869978853
619,Rep19,JM_value,12,PE,testing,0.1333231072252
620,Rep20,JM_value,12,PE,testing,0.137544709588912
621,Rep01,JM_value-slope,12,PE,testing,0.141233580614
622,Rep02,JM_value-slope,12,PE,testing,0.154875521495216
623,Rep03,JM_value-slope,12,PE,testing,0.148970146940992
624,Rep04,JM_value-slope,12,PE,testing,0.167738211368499
625,Rep05,JM_value-slope,12,PE,testing,0.167178553841717
626,Rep06,JM_value-slope,12,PE,testing,0.117113309734742
627,Rep07,JM_value-slope,12,PE,testing,0.118982843804651
628,Rep08,JM_value-slope,12,PE,testing,0.125905246640791
629,Rep09,JM_value-slope,12,PE,testing,0.108307235864641
630,Rep10,JM_value-slope,12,PE,testing,0.125810934513131
631,Rep11,JM_value-slope,12,PE,testing,0.125133011458866
632,Rep12,JM_value-slope,12,PE,testing,0.117657608181295
633,Rep13,JM_value-slope,12,PE,testing,0.156854123040282
634,Rep14,JM_value-slope,12,PE,testing,0.127862483105244
635,Rep15,JM_value-slope,12,PE,testing,0.135157629970241
636,Rep16,JM_value-slope,12,PE,testing,0.159633066659963
637,Rep17,JM_value-slope,12,PE,testing,0.114516484237072
638,Rep18,JM_value-slope,12,PE,testing,0.129906827568168
639,Rep19,JM_value-slope,12,PE,testing,0.134910827448586
640,Rep20,JM_value-slope,12,PE,testing,0.141312502240564
641,Rep01,JM_cumulative,12,PE,testing,0.114869618487236
642,Rep02,JM_cumulative,12,PE,testing,0.137810872765725
643,Rep03,JM_cumulative,12,PE,testing,0.136278847531977
644,Rep04,JM_cumulative,12,PE,testing,0.140607993569839
645,Rep05,JM_cumulative,12,PE,testing,0.132176768184198
646,Rep06,JM_cumulative,12,PE,testing,0.126877085538859
647,Rep07,JM_cumulative,12,PE,testing,0.117516064124615
648,Rep08,JM_cumulative,12,PE,testing,0.115999204102093
649,Rep09,JM_cumulative,12,PE,testing,0.126207480425423
650,Rep10,JM_cumulative,12,PE,testing,0.110041234804429
651,Rep11,JM_cumulative,12,PE,testing,0.121445936904956
652,Rep12,JM_cumulative,12,PE,testing,0.101309513462225
653,Rep13,JM_cumulative,12,PE,testing,0.120714475406609
654,Rep14,JM_cumulative,12,PE,testing,0.135632896537884
655,Rep15,JM_cumulative,12,PE,testing,0.129725615463622
656,Rep16,JM_cumulative,12,PE,testing,0.133528668695385
657,Rep17,JM_cumulative,12,PE,testing,0.11120893717896
658,Rep18,JM_cumulative,12,PE,testing,0.115359611497381
659,Rep19,JM_cumulative,12,PE,testing,0.126214317927466
660,Rep20,JM_cumulative,12,PE,testing,0.132810496869037
661,Rep01,cox(Landmark),12,PE,testing,0.142875982420224
662,Rep02,cox(Landmark),12,PE,testing,0.220432624378791
663,Rep03,cox(Landmark),12,PE,testing,0.168095637581274
664,Rep04,cox(Landmark),12,PE,testing,0.20672231755123
665,Rep05,cox(Landmark),12,PE,testing,0.134738166214629
666,Rep06,cox(Landmark),12,PE,testing,0.17763029989323
667,Rep07,cox(Landmark),12,PE,testing,0.147177100735537
668,Rep08,cox(Landmark),12,PE,testing,0.109268308486694
669,Rep09,cox(Landmark),12,PE,testing,0.121777594670938
670,Rep10,cox(Landmark),12,PE,testing,0.119661745367182
671,Rep11,cox(Landmark),12,PE,testing,0.132184328703686
672,Rep12,cox(Landmark),12,PE,testing,0.146920685245483
673,Rep13,cox(Landmark),12,PE,testing,0.103324942793795
674,Rep14,cox(Landmark),12,PE,testing,0.158651893842457
675,Rep15,cox(Landmark),12,PE,testing,0.148670455005461
676,Rep16,cox(Landmark),12,PE,testing,0.103830596472626
677,Rep17,cox(Landmark),12,PE,testing,0.125522911370731
678,Rep18,cox(Landmark),12,PE,testing,0.132208474531802
679,Rep19,cox(Landmark),12,PE,testing,0.117192646787693
680,Rep20,cox(Landmark),12,PE,testing,0.141221666684
681,Rep01,cox(Postsurgical),12,PE,testing,0.150835005219146
682,Rep02,cox(Postsurgical),12,PE,testing,0.232364791127437
683,Rep03,cox(Postsurgical),12,PE,testing,0.124098253153469
684,Rep04,cox(Postsurgical),12,PE,testing,0.17356117322413
685,Rep05,cox(Postsurgical),12,PE,testing,0.116440122048151
686,Rep06,cox(Postsurgical),12,PE,testing,0.134367972967801
687,Rep07,cox(Postsurgical),12,PE,testing,0.122833566339806
688,Rep08,cox(Postsurgical),12,PE,testing,0.146876279194568
689,Rep09,cox(Postsurgical),12,PE,testing,0.136966493030621
690,Rep10,cox(Postsurgical),12,PE,testing,0.119147539325711
691,Rep11,cox(Postsurgical),12,PE,testing,0.108954293103398
692,Rep12,cox(Postsurgical),12,PE,testing,0.171082669520351
693,Rep13,cox(Postsurgical),12,PE,testing,0.129531388630342
694,Rep14,cox(Postsurgical),12,PE,testing,0.117247553999367
695,Rep15,cox(Postsurgical),12,PE,testing,0.237875541840416
696,Rep16,cox(Postsurgical),12,PE,testing,0.160759755599564
697,Rep17,cox(Postsurgical),12,PE,testing,0.120204055977971
698,Rep18,cox(Postsurgical),12,PE,testing,0.135604722559006
699,Rep19,cox(Postsurgical),12,PE,testing,0.141793827632619
700,Rep20,cox(Postsurgical),12,PE,testing,0.13351776697544
701,Rep01,JM_value,15,PE,testing,0.190759845134929
702,Rep02,JM_value,15,PE,testing,0.179056982980075
703,Rep03,JM_value,15,PE,testing,0.200399982054181
704,Rep04,JM_value,15,PE,testing,0.18645984845141
705,Rep05,JM_value,15,PE,testing,0.177948983681519
706,Rep06,JM_value,15,PE,testing,0.220366395151156
707,Rep07,JM_value,15,PE,testing,0.162285445905409
708,Rep08,JM_value,15,PE,testing,0.197160499415535
709,Rep09,JM_value,15,PE,testing,0.164508142276431
710,Rep10,JM_value,15,PE,testing,0.209845109528491
711,Rep11,JM_value,15,PE,testing,0.170879277458868
712,Rep12,JM_value,15,PE,testing,0.181861593086252
713,Rep13,JM_value,15,PE,testing,0.176648998378799
714,Rep14,JM_value,15,PE,testing,0.178351320273147
715,Rep15,JM_value,15,PE,testing,0.189302343940145
716,Rep16,JM_value,15,PE,testing,0.171000034035025
717,Rep17,JM_value,15,PE,testing,0.165787737495418
718,Rep18,JM_value,15,PE,testing,0.165316407918638
719,Rep19,JM_value,15,PE,testing,0.18193634611591
720,Rep20,JM_value,15,PE,testing,0.168965151861613
721,Rep01,JM_value-slope,15,PE,testing,0.182935473117764
722,Rep02,JM_value-slope,15,PE,testing,0.177717227576335
723,Rep03,JM_value-slope,15,PE,testing,0.205125469797804
724,Rep04,JM_value-slope,15,PE,testing,0.191084438924904
725,Rep05,JM_value-slope,15,PE,testing,0.176525952181597
726,Rep06,JM_value-slope,15,PE,testing,0.158019485059869
727,Rep07,JM_value-slope,15,PE,testing,0.160835509413369
728,Rep08,JM_value-slope,15,PE,testing,0.17605644890874
729,Rep09,JM_value-slope,15,PE,testing,0.1755433043707
730,Rep10,JM_value-slope,15,PE,testing,0.167916138774061
731,Rep11,JM_value-slope,15,PE,testing,0.163381806330605
732,Rep12,JM_value-slope,15,PE,testing,0.162605767046876
733,Rep13,JM_value-slope,15,PE,testing,0.18919127861935
734,Rep14,JM_value-slope,15,PE,testing,0.165609716919432
735,Rep15,JM_value-slope,15,PE,testing,0.166488234543348
736,Rep16,JM_value-slope,15,PE,testing,0.174240385492289
737,Rep17,JM_value-slope,15,PE,testing,0.154844248543194
738,Rep18,JM_value-slope,15,PE,testing,0.189081919164204
739,Rep19,JM_value-slope,15,PE,testing,0.175394203689019
740,Rep20,JM_value-slope,15,PE,testing,0.165574179169811
741,Rep01,JM_cumulative,15,PE,testing,0.156948954081303
742,Rep02,JM_cumulative,15,PE,testing,0.152194238631564
743,Rep03,JM_cumulative,15,PE,testing,0.188876290875662
744,Rep04,JM_cumulative,15,PE,testing,0.17407228804597
745,Rep05,JM_cumulative,15,PE,testing,0.153212059605427
746,Rep06,JM_cumulative,15,PE,testing,0.157340489088561
747,Rep07,JM_cumulative,15,PE,testing,0.157855394512925
748,Rep08,JM_cumulative,15,PE,testing,0.154653432697729
749,Rep09,JM_cumulative,15,PE,testing,0.150158235083313
750,Rep10,JM_cumulative,15,PE,testing,0.151911288727771
751,Rep11,JM_cumulative,15,PE,testing,0.157126505882348
752,Rep12,JM_cumulative,15,PE,testing,0.146625931461189
753,Rep13,JM_cumulative,15,PE,testing,0.158491646429854
754,Rep14,JM_cumulative,15,PE,testing,0.179754219545003
755,Rep15,JM_cumulative,15,PE,testing,0.158377859266598
756,Rep16,JM_cumulative,15,PE,testing,0.145155191006453
757,Rep17,JM_cumulative,15,PE,testing,0.148439820764199
758,Rep18,JM_cumulative,15,PE,testing,0.144933724828544
759,Rep19,JM_cumulative,15,PE,testing,0.150151005506144
760,Rep20,JM_cumulative,15,PE,testing,0.150342782121361
761,Rep01,cox(Landmark),15,PE,testing,0.177267369449201
762,Rep02,cox(Landmark),15,PE,testing,0.153889512489927
763,Rep03,cox(Landmark),15,PE,testing,0.172610397440471
764,Rep04,cox(Landmark),15,PE,testing,0.156017430270128
765,Rep05,cox(Landmark),15,PE,testing,0.165716185767166
766,Rep06,cox(Landmark),15,PE,testing,0.165494124117904
767,Rep07,cox(Landmark),15,PE,testing,0.182274965368772
768,Rep08,cox(Landmark),15,PE,testing,0.152953412191861
769,Rep09,cox(Landmark),15,PE,testing,0.15316144956258
770,Rep10,cox(Landmark),15,PE,testing,0.160895640379333
771,Rep11,cox(Landmark),15,PE,testing,0.180996849395377
772,Rep12,cox(Landmark),15,PE,testing,0.15623992679142
773,Rep13,cox(Landmark),15,PE,testing,0.167822000997983
774,Rep14,cox(Landmark),15,PE,testing,0.162244408303332
775,Rep15,cox(Landmark),15,PE,testing,0.165216763412626
776,Rep16,cox(Landmark),15,PE,testing,0.141821076780625
777,Rep17,cox(Landmark),15,PE,testing,0.145429989764064
778,Rep18,cox(Landmark),15,PE,testing,0.165407478694285
779,Rep19,cox(Landmark),15,PE,testing,0.156390477228635
780,Rep20,cox(Landmark),15,PE,testing,0.156832538094153
781,Rep01,cox(Postsurgical),15,PE,testing,0.199607525203886
782,Rep02,cox(Postsurgical),15,PE,testing,0.18454373628917
783,Rep03,cox(Postsurgical),15,PE,testing,0.177037175723287
784,Rep04,cox(Postsurgical),15,PE,testing,0.180999566057256
785,Rep05,cox(Postsurgical),15,PE,testing,0.181615336103077
786,Rep06,cox(Postsurgical),15,PE,testing,0.19595507377891
787,Rep07,cox(Postsurgical),15,PE,testing,0.174096201909185
788,Rep08,cox(Postsurgical),15,PE,testing,0.195580794053045
789,Rep09,cox(Postsurgical),15,PE,testing,0.178139923372794
790,Rep10,cox(Postsurgical),15,PE,testing,0.180017467285055
791,Rep11,cox(Postsurgical),15,PE,testing,0.219462740871728
792,Rep12,cox(Postsurgical),15,PE,testing,0.168333023594821
793,Rep13,cox(Postsurgical),15,PE,testing,0.174934061161604
794,Rep14,cox(Postsurgical),15,PE,testing,0.175022546386027
795,Rep15,cox(Postsurgical),15,PE,testing,0.191871706614225
796,Rep16,cox(Postsurgical),15,PE,testing,0.170794957965376
797,Rep17,cox(Postsurgical),15,PE,testing,0.174214728315092
798,Rep18,cox(Postsurgical),15,PE,testing,0.183844395939187
799,Rep19,cox(Postsurgical),15,PE,testing,0.179006422494937
800,Rep20,cox(Postsurgical),15,PE,testing,0.176323779937469
